brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,car_age
Audi,S4 3.0T Premium Plus,2014,"102,370 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,0.006562484862383613,0.2
Lamborghini,Gallardo LP570-4 Superleggera,2011,"16,000 mi.",Gasoline,562.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Yellow,Black,None reported,Yes,0.07689485695354772,0.26
Mercedes-Benz,C-Class C 250 Luxury,2012,"122,000 mi.",Gasoline,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,White,None reported,Yes,0.004403670222009341,0.24000000000000002
FIAT,500X Trekking Plus,2016,"48,500 mi.",Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Yellow,Brown,None reported,Yes,0.004742075341377597,0.16
Ford,F-150 XLT,2018,"53,500 mi.",Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Brown,Beige,At least 1 accident or damage reported,Yes,0.009992943965328889,0.12000000000000001
Ford,F-250 XL Crew Cab Super Duty,2004,"315,000 mi.",Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,A/T,White,Gray,None reported,Yes,0.0024389558152667122,0.39999999999999997
Ford,E350 Super Duty Base,2006,"158,000 mi.",Gasoline,305.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,0.002201835111004671,0.36
Kia,Sorento SXL,2019,"43,850 mi.",Gasoline,290.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,0.009484828170481657,0.09999999999999999
Mercedes-Benz,C-Class C 300 4MATIC Sport,2015,"73,500 mi.",Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,0.005758645674935291,0.18000000000000002
Nissan,Altima 2.5 SL,2014,"153,350 mi.",Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,0.0023712070426204143,0.2
Volkswagen,Tiguan 2.0T SEL Premium R-Line,2019,"74,000 mi.",Gasoline,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Silver,None reported,Yes,0.007960480785939963,0.09999999999999999
BMW,328 i xDrive,2013,"52,000 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,0.00525052988008806,0.22
Audi,Q4 e-tron 50 Premium Plus,2022,250 mi.,,295.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Black,None reported,Yes,0.01693719316157439,0.039999999999999994
Nissan,Pathfinder S,2017,"145,000 mi.",Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,0.002201835111004671,0.14
Subaru,Ascent Touring 7-Passenger,2020,"40,971 mi.",Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Brown,None reported,Yes,0.010331687828560377,0.08
Ford,E350 Super Duty XLT,2010,"248,000 mi.",E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,A/T,Silver,Beige,At least 1 accident or damage reported,Yes,0.004064926358777853,0.27999999999999997
GMC,HUMMER EV Edition 1,2023,940 mi.,,Electric Motor Electric Fuel System,A/T,White,Black,,,0.04877911630533424,0.02
BMW,M3 CS,2018,"38,000 mi.",Gasoline,453.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,0.019816515999042036,0.12000000000000001
Acura,TLX V6 Advance,2016,"128,000 mi.",Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,0.005928017606551037,0.16
Chevrolet,Silverado 1500 ZR2,2022,"7,455 mi.",Gasoline,6.2L V8 16V GDI OHV,Automatic,Glacier Blue Metallic,Jet Black,None reported,,0.022692451397877365,0.039999999999999994
Jeep,Wrangler SE,1999,"137,790 mi.",Gasoline,120.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,–,None reported,Yes,0.0033874386323148784,0.5
Ford,Edge Sport,2016,"92,000 mi.",Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,0.006095695818850623,0.16
Porsche,911 Carrera Cabriolet,2001,"21,450 mi.",Gasoline,300.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,0.011517291349870583,0.45999999999999996
Nissan,Murano SL,2021,"43,875 mi.",Gasoline,3.5L V6 24V MPFI DOHC,Automatic CVT,Magnetic Black,Graphite,At least 1 accident or damage reported,,0.009391673608092998,0.06
Pontiac,G8 GT,2009,"81,327 mi.",Gasoline,355.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,0.00525052988008806,0.3
Mercedes-Benz,E-Class E 350,2021,"72,836 mi.",Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,Yes,0.013211010666028023,0.06
McLaren,720S Performance,2020,"5,072 mi.",Gasoline,4.0L V8 32V MPFI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Black,Red,None reported,Yes,0.09415385678519203,0.08
Jeep,Commander Sport,2007,"161,900 mi.",E85 Flex Fuel,235.0HP 4.7L 8 Cylinder Engine Flex Fuel Capability,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,0.0009484828170481658,0.33999999999999997
Audi,A5 45 S line Premium Plus,2022,"24,500 mi.",Hybrid,261.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,0.01524347384541695,0.039999999999999994
BMW,M550 i xDrive,2018,"14,993 mi.",Gasoline,456.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,0.014532111732630826,0.12000000000000001
Volkswagen,Jetta 1.4T R-Line,2019,"96,000 mi.",Gasoline,147.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,Orange,White,At least 1 accident or damage reported,Yes,0.004396895344744711,0.09999999999999999
Porsche,Taycan 4S,2022,"7,900 mi.",,482.0HP Electric Motor Electric Fuel System,2-Speed A/T,Red,–,None reported,Yes,0.035906849502537704,0.039999999999999994
Cadillac,CTS 2.0L Turbo Luxury,2019,"35,566 mi.",Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,0.008129852717555706,0.09999999999999999
Lexus,IS-F Base,2008,"113,000 mi.",Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,0.010839803623407609,0.32
Ford,Explorer XLT,2022,"20,678 mi.",Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,0.014904729982185462,0.039999999999999994
Porsche,911 Turbo Cabriolet,2008,"10,900 mi.",Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,0.043020470630398946,0.32
Buick,LaCrosse Leather,2012,"19,079 mi.",Hybrid,182.0HP 2.4L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,6-Speed A/T,Gold,Beige,None reported,Yes,0.004740720365924671,0.24000000000000002
Mazda,RX-8 Sport,2008,"155,500 mi.",Gasoline,212.0HP 1.3L Rotary engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,0.0016259705435111415,0.32
Ford,Mustang GT Premium,2019,"35,500 mi.",Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,0.010263939055914079,0.09999999999999999
Mazda,Mazda6 Touring,2021,"52,253 mi.",Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Snowflake White Pearl,Black,At least 1 accident or damage reported,Yes,0.007863938784918988,0.06
Ford,Ranger Edge SuperCab,2004,"110,000 mi.",Gasoline,148.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,0.002201835111004671,0.39999999999999997
Volkswagen,Golf GTI 2.0T SE w/Performance Package 4-Door,2016,"59,250 mi.",Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,0.00575830693107206,0.16
Ford,Thunderbird Deluxe,2004,"39,000 mi.",Gasoline,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,,,0.006774877264629756,0.39999999999999997
Hummer,H2 Base,2008,"155,000 mi.",Gasoline,393.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Green,Black,At least 1 accident or damage reported,Yes,0.011856035213102073,0.32
BMW,X5 sDrive35i,2017,"39,250 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,0.00911220992092702,0.14
BMW,X3 xDrive30i,2020,"23,647 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black Sapphire Metallic,Canberra Beige,None reported,Yes,0.012194101588607098,0.08
Hyundai,Accent GLS,2014,"127,941 mi.",Gasoline,138.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,0.001863091247773183,0.2
RAM,1500 Big Horn,2014,"124,000 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,0.007740297274839495,0.2
Ford,Bronco Heritage Edition Advanced,2023,"1,500 mi.",Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,7-Speed M/T,Red,–,None reported,Yes,0.019647144067426292,0.02
MINI,Countryman Cooper S ALL4,2014,"70,700 mi.",Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,0.0046577281194329564,0.2
Cadillac,Escalade Premium,2013,"113,395 mi.",E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Beige,Beige,At least 1 accident or damage reported,Yes,0.005690896902288994,0.22
Mercedes-Benz,GLE 350 GLE 350,2022,"18,815 mi.",Gasoline,2.0 Liter Turbo,Automatic,Black,Black,None reported,,0.020323954306162805,0.039999999999999994
Toyota,4Runner Limited,2014,"65,000 mi.",Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Red,None reported,Yes,0.008807001700155451,0.2
Audi,A8 L 55,2019,"23,350 mi.",Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,0.01558221770864844,0.09999999999999999
Lexus,ES 350 Base,2019,"39,000 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Red,At least 1 accident or damage reported,Yes,0.010839803623407609,0.09999999999999999
Toyota,4Runner Limited Nightshade,2019,"48,842 mi.",Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,White,–,At least 1 accident or damage reported,Yes,0.012823826430354433,0.09999999999999999
FIAT,500 Sport,2015,"47,800 mi.",Gasoline,101.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,0.003218066700699134,0.18000000000000002
Ford,Maverick XLT,2022,"52,000 mi.",Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Blue,Gray,None reported,Yes,0.008807340444018682,0.039999999999999994
Ford,Mustang GT,2006,"16,000 mi.",Gasoline,300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Black,None reported,Yes,0.006774877264629756,0.36
Jeep,Wrangler Sport,2023,"7,102 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Bright White Clearcoat,Black,None reported,Yes,0.013209316946711866,0.02
Jeep,Grand Cherokee Limited,2015,"157,000 mi.",E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Black,None reported,Yes,0.0050811579484723165,0.18000000000000002
Ford,Mustang Mach-E GT,2023,"9,095 mi.",,480.0HP Electric Motor Electric Fuel System,A/T,Orange,Gray,None reported,Yes,0.019308400204194803,0.02
Jeep,Compass Sport,2010,"179,700 mi.",Gasoline,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,0.0008468596580787194,0.27999999999999997
Lexus,LS 430 Base,2006,"170,000 mi.",Gasoline,278.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,0.001863091247773183,0.36
Rolls-Royce,Cullinan,2022,"3,420 mi.",Gasoline,6.7L V12 48V GDI DOHC Twin Turbo,8-Speed Automatic,Red,Black,None reported,Yes,0.13480312037297057,0.039999999999999994
Ford,F-250 King Ranch,2021,"93,400 mi.",Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Red,Brown,,,0.023032888980425013,0.06
BMW,X5 xDrive50i,2011,"110,000 mi.",Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Blue,At least 1 accident or damage reported,Yes,0.0033874386323148784,0.26
Porsche,911 Carrera,2016,"22,500 mi.",Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,None reported,Yes,0.025744533605593076,0.16
Ford,Focus ST Base,2013,"20,800 mi.",Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Gray,None reported,Yes,0.006027947046204326,0.22
Lexus,ES 300h Base,2018,"100,868 mi.",Hybrid,200.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,White,Beige,At least 1 accident or damage reported,Yes,0.007249118673153839,0.12000000000000001
Volkswagen,CC Sport,2012,"131,986 mi.",Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,White,Black,At least 1 accident or damage reported,Yes,0.0023712070426204143,0.24000000000000002
Volkswagen,Golf SportWagen TSI S 4-Door,2016,"127,770 mi.",Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Beige,None reported,Yes,0.003997177586131556,0.16
Porsche,911 Carrera S,2013,"56,985 mi.",Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Gray,None reported,Yes,0.02164573286049207,0.22
Toyota,Prius Plug-in Base,2014,"106,000 mi.",Plug-In Hybrid,134.0HP 1.8L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Green,Beige,At least 1 accident or damage reported,Yes,0.0033196898596685805,0.2
Ford,F-250 XLT,2019,"92,671 mi.",Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,0.016259705435111415,0.09999999999999999
Mercedes-Benz,S-Class S 560 4MATIC,2019,"49,500 mi.",Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,0.018258294228177194,0.09999999999999999
Porsche,911 Carrera,2020,"16,741 mi.",Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,0.037431196887079396,0.08
Ford,Mustang GT,2011,"133,504 mi.",Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,0.007282993059476987,0.26
Cadillac,CTS 2.0L Turbo Luxury,2019,"20,296 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Red Obsession,Very Light Cashmere,None reported,,0.009687735744557318,0.09999999999999999
Volkswagen,Jetta 1.4T R-Line,2019,"55,234 mi.",Gasoline,1.4L I4 16V GDI DOHC Turbo,8-Speed Automatic,Platinum Gray Metallic,Black / Gray,None reported,,0.005856881395272423,0.09999999999999999
Jeep,Wrangler X,2005,"162,482 mi.",Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Gray,None reported,Yes,0.0030486947690833905,0.38
Lincoln,LS V8,2002,"42,000 mi.",Gasoline,252.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,0.0030486947690833905,0.44
Ford,F-150 Lightning LARIAT,2022,470 mi.,,563.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Gray,None reported,Yes,0.023678196039881,0.039999999999999994
Mercedes-Benz,C-Class C55 AMG Sport,2006,"98,300 mi.",Gasoline,362.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,0.00470853969891768,0.36
Audi,S6 4.0T Prestige,2013,"53,900 mi.",Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,,,0.008621031319241364,0.22
BMW,335 i xDrive,2013,"82,849 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,None reported,Yes,0.006097050794303549,0.22
Porsche,911 Carrera 4S Cabriolet,2009,"25,500 mi.",Gasoline,385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,0.026420327612739894,0.3
Kia,Forte LXS,2020,"53,452 mi.",Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,0.005079464229156159,0.08
Chevrolet,Corvette Base,2004,"40,011 mi.",Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Black,None reported,Yes,0.007282993059476987,0.39999999999999997
Hyundai,Santa Fe Sport 2.0L Turbo,2018,"45,800 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,0.0064022590150751195,0.12000000000000001
RAM,1500 Laramie,2022,"15,741 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Flame Red Clearcoat,Black,None reported,,0.014904391238322231,0.039999999999999994
Kia,Sorento SX Prestige,2023,"11,100 mi.",Gasoline,281.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,0.012940015575442833,0.02
Ford,F-250 XL,2020,"36,000 mi.",E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,0.014227242255722488,0.08
BMW,X5 xDrive35i,2013,"69,750 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,0.004742075341377597,0.22
Mercedes-Benz,C-Class C 300 4MATIC,2021,"19,162 mi.",Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,0.012364151007949305,0.06
Audi,Q5 S line Premium Plus,2023,"6,046 mi.",Hybrid,2.0 Liter TFSI,Automatic,Daytona Gray,Black,None reported,,0.016801018128555334,0.02
Ford,Explorer XLT,2020,"17,000 mi.",Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,0.006436133401398268,0.08
Audi,A6 55 Premium,2019,"10,832 mi.",Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,7-Speed A/T,Black,Black,None reported,Yes,0.013719126460875256,0.09999999999999999
Toyota,Matrix XR,2004,"173,452 mi.",Gasoline,130.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,0.0006774877264629756,0.39999999999999997
Kia,Optima SX Turbo,2017,"103,338 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Remington Red Metallic,Black,At least 1 accident or damage reported,,0.00516177898792141,0.14
Ford,F-150 Lariat,2022,"28,000 mi.",Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,0.017445308956421622,0.039999999999999994
Audi,Q8 3.0T Premium,2019,"51,984 mi.",Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,–,None reported,Yes,0.014521949416733881,0.09999999999999999
Chevrolet,Corvette Stingray w/2LT,2020,"8,974 mi.",Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Orange,Black,At least 1 accident or damage reported,Yes,0.0263881469457329,0.08
Scion,tC Anniversary Edition,2014,"99,999 mi.",Gasoline,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,0.0030480172813569274,0.2
Mercedes-Benz,C-Class C 300,2017,"59,400 mi.",Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,0.006436133401398268,0.14
Nissan,Murano SV,2020,"47,147 mi.",Gasoline,3.5L V6 24V MPFI DOHC,Automatic CVT,Brilliant Silver Metallic,Graphite,None reported,Yes,0.007325336042380923,0.08
Ford,Mustang GT,2018,"53,782 mi.",Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,0.009467890977320082,0.12000000000000001
Ford,Taurus SHO,2011,"160,000 mi.",Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,0.0009146084307250171,0.26
Chevrolet,Tahoe LTZ,2015,500 mi.,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,0.011856035213102073,0.18000000000000002
Ford,Escape SEL,2020,"42,000 mi.",Gasoline,181.0HP 1.5L 3 Cylinder Engine Gasoline Fuel,A/T,White,Beige,,,0.005758645674935291,0.08
Dodge,Grand Caravan SE,2018,"64,000 mi.",E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,0.011178547486639096,0.12000000000000001
Hyundai,Elantra HEV Limited,2021,"28,600 mi.",Hybrid,139.0HP 1.6L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Gray,Black,None reported,Yes,0.0074520262472294995,0.06
GMC,Canyon Denali,2019,"26,339 mi.",Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,0.011771349247294201,0.09999999999999999
Alfa,Romeo Giulia Quadrifoglio,2018,"28,644 mi.",Gasoline,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,,,0.013380382597643768,0.12000000000000001
Subaru,Impreza WRX,2008,"148,740 mi.",Gasoline,224.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,0.004234298290393597,0.32
GMC,Sierra 2500 Denali,2021,"16,919 mi.",Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,0.024050814289435635,0.06
Chevrolet,Tahoe LS,2005,"170,000 mi.",Gasoline,285.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,0.0023712070426204143,0.38
Mercedes-Benz,SL-Class SL 550,2013,"130,000 mi.",Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,0.008434722194464046,0.22
Ford,Escape PHEV SE,2022,"1,889 mi.",Plug-In Hybrid,221.0HP 2.5L 4 Cylinder Engine Plug-In Electric/Gas,CVT Transmission,White,Gray,None reported,Yes,0.010450248180691396,0.039999999999999994
Dodge,Charger GT,2018,"62,197 mi.",Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,White Knuckle Clearcoat,Black,None reported,Yes,0.008363924727048664,0.12000000000000001
Ford,F-150 XLT,2016,"71,000 mi.",E85 Flex Fuel,385.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,–,At least 1 accident or damage reported,Yes,0.007570925343223752,0.16
Lexus,NX 200t Base,2016,"83,400 mi.",Gasoline,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,At least 1 accident or damage reported,Yes,0.006942555476929342,0.16
Cadillac,XT5 Base,2019,"74,414 mi.",Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,0.008129852717555706,0.09999999999999999
Ford,Mustang Shelby GT500,2010,"29,816 mi.",Gasoline,540.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,0.01219477907633356,0.27999999999999997
Ford,F-250 Lariat,2015,"68,749 mi.",Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,0.014565986118953975,0.18000000000000002
BMW,325 i,2005,"190,395 mi.",Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None reported,Yes,0.0010162315896944634,0.38
Lamborghini,Huracan LP610-4,2015,"34,152 mi.",Gasoline,602.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Red,None reported,Yes,0.062159498902978005,0.18000000000000002
Toyota,Camry XLE,2007,"98,528 mi.",Gasoline,158.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,0.0018461540546116087,0.33999999999999997
BMW,335 i,2011,"91,500 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,0.0039290900696220266,0.26
Chevrolet,Camaro 1SS,2017,"50,850 mi.",Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,0.011856035213102073,0.14
Mazda,MX-5 Miata Base,1999,"130,000 mi.",Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,At least 1 accident or damage reported,Yes,0.0023712070426204143,0.5
Toyota,Tundra SR5 Double Cab,2005,"199,400 mi.",Gasoline,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,0.002201835111004671,0.38
RAM,2500 Powerwagon,2013,"84,220 mi.",Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,0.00829922464917145,0.22
